Protein	20211018_Seroconversion_DBS_Plate1_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR6_centroid.mzML
A0A0B4J1X8	172534.5781	167830.6875	174028.3281	44546.22656	166916.5625	182540.2969		156968.8438	46109.55078	153217.5156	155718.5781	49965.73047	192106.0156	186223.5781		149027.9531	174001.875			66172.07031	51847.75391	63347.35156	50974.66406	22419.87695	89725.92188	130666.0469	92231.33594	108780.3359	89292.02344	87180.08594	75838.0625	196132.2812	90500.07031	151127.3281	187459.2969	105483.5078	107628.3672	94944.11719	89533.30469	108504.9609	105487.2812	87659.38281	114677.875	106082.1016	109582.7422	128344.8047	114576.1172
A0A0B4J1Y9		279135.7188	567500.8125	695196.8125		690729.875			727232.1875		167035.3594		142898.1094		669112.25	165757.4219		727247.625								262265.8438	277174.0938	288756.9688	240394.5938	224657.625	270424.0938	174826.7031	218104.6562	170632.375	202960.8125	211262.3906	114938.0234	176822.7969	134899.4688	163840.0625	132792.7031	175549.0938	173842.5	201589.875	151281.8906	188283.4219	322042.9375
A0A0B4J265																								56877.4375				83992.625																			
A0A0B4J272																		692360.125										1085075.25	1153282.375													1050204.5				985512.0	
A0A0B4J293;Q96EP0							142537.5781																																								
A0A0B4J2D9;P0DP09																															193600.8438	273131.3438	196667.9688	152252.4531	246741.875	196146.75	187286.8594	242512.8906	106710.7266	265491.5625	242608.7812	183924.0	196338.6094	259960.5938	205719.1719	278281.7188	288585.8438
A0A0B4J2E5;Q15269					134765.9062						128514.9766													36610.57422											122849.4688												
A0A0B4J2F2;P57059																							516679.625																								
A0A0B4J2H0;A0A0C4DH29;P01742;P01743;P0DP01	1129574.625	1338174.375	1082738.0	1183109.0	1464837.25	1133311.125	1066789.0	1050968.375	1304383.625	1312193.75	1490652.875	1348931.875	1103133.625	1200898.625	1424109.875	1499877.25	1456945.25	1258469.25	1359829.0	1475898.5	1437464.5	1554144.5	1552253.875	1443721.75	2041997.0	1963964.375	1992162.125	2347691.5	2132841.0	2152725.25	1966414.875	2096117.625	2016184.625	2209022.0	1947450.625	2159184.25	1826936.625	1810138.625	1899464.875	1805245.875	1818266.25	2005687.375	1739948.875	1815358.0	2099622.0	2078190.875	2029350.0
A0A0B4J2H0;P01742	341129.9375	349992.2812	382039.3438		373159.0312	344769.7188	334693.7188	461711.6562	366660.375	439519.4688	432224.5625	364753.0938	291968.8438	597224.3125	279472.0	372179.75	382172.375	498658.4375	751515.75	456652.0938	362026.9688	393796.375	448686.5938	384773.1875		475734.4688	301752.75	398184.0938	247460.3594	339041.3438	289560.5	337517.7188	290788.375	299398.0938	387967.7188	184814.9219	307226.375	360086.75	298923.1562	328995.0938	307525.3125	348014.4688	326172.7812	312247.6875	311589.4375	320667.375	355398.7812
A0A0C4DH24	46621.0625	63107.94141	76875.28125	65376.36328	53683.46094	40628.60547		37876.46094		43698.07031		37709.74219			55702.515620000006	34346.62109	32264.38867															47629.64844	68714.60938	39551.78125	60657.42969	52121.83203	59944.07422	65414.36719		61971.00781	59621.15625	68731.77344	74064.88281	57063.66016	62045.10156	63233.27344	84209.57812
A0A0C4DH25	2224055.75	2125896.75	2128453.5	1967550.375	1982275.625	2150774.25	2516232.0	2182708.25	2217911.25	2306779.75	1967997.75	2125594.5	2234470.0	2073659.75	2018763.375	2020856.625	1980453.5	1972966.625	1930546.875	1901572.0	1941488.125	1819875.75	1940478.625	1925088.625	1605084.5	1512155.75	1509033.25	1517420.875	1460230.125	1436802.25	1705654.5	1684898.75	1516629.75	1602052.125	1321068.25	1752647.5	1558229.375	1454846.375	1650894.75	1473074.875	1518281.375	1749094.875	1522027.375	1591674.0	1666709.125	1596773.375	1578248.5
A0A0C4DH25;P01619	1473058.5	1885263.25	1357777.25	1799398.5	2216621.0	1552460.125	1076973.125	1124679.625	1461494.625	1460194.625	2108605.5	1853033.5	1039813.062	1126598.25	1714382.875	2142904.0	1785922.25	1409830.625	1398463.75	1664363.25	1885193.375	2333356.5	2149470.0	1590120.125	2933681.0	2945649.0	3228362.25	3389239.25	3135539.5	3114760.5	2620906.25	2891414.75	3059311.0	3152585.25	2918745.0	2952519.0	2493377.0	2430399.75	2357949.0	2655173.0	2333662.5	2114608.5	2494719.25	2526424.5	2269914.75	2633763.5	2256517.75
A0A0C4DH29	506284.375	748039.8125							492425.7188								862300.875		697101.1875	857248.875	968932.8125					1364364.625		1381418.375	1444328.75															1589471.25		1794115.375	
A0A0C4DH31	665262.125	548334.0625	616717.625	516484.5312	366273.75	579695.5	567289.25	533587.5	526766.3125	539683.0	441408.4688	496673.75	660410.5	603858.75	490667.7188	363474.2812	413266.875	543313.6875	561530.4375	507507.4062	436024.4062	348746.3125	423246.0938	539884.875	302411.9688	327973.4375	368915.1875	360116.3125	328195.5625	309822.2188	352601.25	328012.9688	304876.4062	214413.1094	336038.0938	260735.2969	322797.6875	302474.2188	245901.5781	290270.6562	339369.125	284760.5938	362720.8125	302064.7188	247326.2188	336484.4688	329726.2812
A0A0C4DH31;P23083			685274.5625		985191.0625	749450.5				796425.1875				715834.1875		918481.375	947456.375	823823.875		1067065.625						1311743.0			1557039.25			1333632.0			1309503.0	1404378.625	1295478.125	1263131.5	1300844.125	1358206.5		1458323.0	1230639.625		1503554.875	1457682.625	
A0A0C4DH33																										145158.4844	160224.5469	162621.2344	96537.04688	119351.0078			63955.84766	138174.5312	137818.0938							92565.0625		157287.375	135171.7812		
A0A0C4DH34		86371.59375		203702.9844	138495.7344													31568.24805		61351.25781									17230.64844		185399.7656	157023.9531	199076.2344	188505.0625	140967.2969	165611.8125	105089.0469	428794.3438			130585.3281		98258.36719		61449.00781		461669.1562
A0A0C4DH35	310307.5312	410527.1875		394788.5312	391892.0312	200564.8281								232956.8438		256437.2812	337822.875	166290.6094		354742.9062		402321.0312			496959.0312	703180.3125	717102.1875	718213.6875	733905.1875	520208.3125	603697.0625	695757.6875	462305.625	532741.0625	673573.625	513315.8125	614613.8125	538295.9375	671526.5625	701657.25	670263.25	705829.3125	783985.0	792338.4375	759713.875	765768.4375	699973.0
A0A0C4DH36	210118.2031	256652.5469	131050.4844	207685.5	174878.0312	113099.4688		112394.4609	151916.9844	137847.9219	157899.4531	54349.359379999994	64747.33594			113385.0625	249286.375	153901.2031	95747.73438	114710.7812	150605.4531			141479.8125	84298.58594	194332.8125	257282.125	302269.0		234259.25	336811.75	376935.4375	388885.2812	411519.0312	381317.5938	336253.0	343949.9062	368331.9062	364241.0625	378875.0938	350728.7188	152943.9531	417105.7812	487700.6875	357506.9375	358015.875	408538.3438
A0A0C4DH38	509206.6875	515191.4062	447560.7188	614984.25	701201.8125	464595.375	210850.0625	390755.2812	461084.6875	500372.6562	706589.0625	426175.5	429934.0	447771.1562	426936.4375	587200.0	678908.25	485426.875	442764.0	528837.8125	578890.875	618476.0	625080.6875	462398.4375	1063181.75	1027131.25	1101425.125	1142450.625	1015962.562	995517.5	745620.8125	788860.5	759080.9375	870962.8125	1051014.0	735284.25	671909.375	704507.8125	755444.6875	868135.3125	698823.625	714460.0625	1100935.5	1109592.375	904321.9375	731620.4375	1018400.188
A0A0C4DH38;A0A0J9YXX1	509206.6875	515191.4062	447560.7188	614984.25	701201.8125	464595.375	210850.0625	390755.2812	461084.6875	500372.6562	706589.0625	426175.5	429934.0	447771.1562	426936.4375	587200.0	678908.25	485426.875	442764.0	528837.8125	578890.875	618476.0	625080.6875	462398.4375	1063181.75	1027131.25	1101425.125	1142450.625	1015962.562	995517.5	745620.8125	788860.5	759080.9375	870962.8125	1051014.0	735284.25	671909.375	704507.8125	755444.6875	868135.3125	698823.625	714460.0625	1100935.5	1109592.375	904321.9375	731620.4375	1018400.188
A0A0C4DH41;A0A0J9YWU9;P01824;P01825;P06331;P0DP06;P0DP08	2012850.125	2179688.75	1882664.75	1999220.25	2421125.75	1892644.75	1747918.875	1721479.0	2116822.0	2008353.25	2413092.0	2196625.25	1816213.5	1966427.375	2109713.75	2368760.25	2138611.0	1979807.875	2061108.375	2269363.0	2308946.75	2304208.25	2257662.0	2113882.5	3040976.75	2893047.25	3268517.75	3332591.0	3063304.5	3089978.0	3119990.75	2854461.25	2908977.75	2838141.75	2749715.5	3008648.75	2953893.75	2823447.5	2802832.0	3038919.75	2889843.0	3333521.25	3050324.5	3131409.0	2995133.5	3486254.5	3166966.25
A0A0C4DH42;A0A0J9YY99;P01764;P01767;P01768;P01772;P0DP02;P0DP03	2893540.25	3774285.5	2762102.5	3526233.5	5200691.5	2893654.25		2650418.5	4277911.0	3942172.25	5879340.5	4663523.5	2627694.25	3316720.5	4285268.5	5676675.0	5365258.0	3784816.0	3137762.75	4274150.5	4665123.5	5548295.5	5094598.0	3593075.5	6930010.5	7057791.5	7945081.5	8516170.0	7289804.0	7470134.5	7440719.0	7702628.0	8692938.0		8239276.0	7847160.5	6983164.5	6700040.5	7423392.0	7059040.0	6657142.0	6958899.0	6638341.0	7477515.0	7889166.5	7068934.0	6463985.5
A0A0C4DH43	2267224.0	2016703.375	2005834.5	1865862.375	1980940.625	1902583.75			2205326.25	2300338.75	2147508.75	2117609.0		1991073.75	2011296.75	2038351.75		1804841.0	1816695.0	2031125.875	2106369.75		2101195.0		1615720.0	1667185.0	1892213.875	1853084.875	1746293.625		2042630.25	2019318.0	1908767.5	2082757.75	1660962.5	2057755.625	1641186.75	1483315.625	1737538.75	1598489.375	1558520.375		1595756.125	1551039.5	1747919.5	1702703.375	1563877.0
A0A0C4DH43;P01814		2016703.375	2005834.5																						1615720.0	1667185.0	1892213.875	1853084.875	1746293.625	111789.5703		2019318.0	1908767.5	2082757.75	1660962.5	2057755.625	1641186.75	1483315.625	1737538.75	1598489.375	1558520.375	126867.6562	1595756.125	1551039.5	1747919.5	1702703.375	
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	1821792.625	2169927.5	1912528.25	2051535.25	2205703.25	1889209.375	1666707.5	1701638.25	2100766.75	2109174.75	2385848.0	2194348.5	1756895.125	1967605.125	2236264.0	2468410.25	2228495.0	2081424.375	1967670.125	2210953.75	2149726.75	2265307.25	2315558.75	2067118.5	2404176.5	2412687.75	2276380.25	2421651.25	2228857.75	2652634.0	2049844.625	2194960.0	1982795.0	2170790.5	2036982.875	2153744.0	1933653.25	1803261.625	1874399.375	1905309.0	2001380.375	1993680.125	2041067.75	1855640.875	1776750.25	1992755.375	1989027.0
A0A0C4DH72;P01599	206262.1562	218939.8906	188109.375	237842.0469	284340.125	190137.2344	131571.0625	121116.3281	225965.6406	243254.1719	277257.7812	247939.6094	166326.5938	201692.7812	236634.6875		277252.4062		190314.0938		232402.8281	273889.25		169756.9062	302212.4375	296206.2812			306174.2188	291811.4688	265855.875				280770.7188		314978.7188	298348.5938	239323.1094	305569.8125	297653.4688		335058.1562	315003.3438			319218.0
A0A0G2JMI3		62685.39844																																							115605.5859						
A0A0G2JMS6;Q6IE36																																						87860.99219									79822.23438
A0A0G2JMZ2;O60309					131003.8906																																										
A0A0G2JRQ6	512281.5	505203.4375	507445.25	492194.9688	523821.9688	456244.75	326590.875	463064.0938	485699.8125	439218.3125	499875.5	415756.8125	423660.8125	526243.9375	267699.2188	419738.625	434197.3125	419710.1875	486749.6562	501898.1875	492860.8125	518216.2812	489974.5312	472182.875	452301.9375	434074.8125	428405.9688	455859.7812	405095.0625	359483.6875	490666.8438	534179.1875	482755.7188	475759.0938	407103.4062	460734.125	547471.125	542916.3125	558217.5	500744.0625	550823.0625	533797.75	534915.1875	586441.0625	567486.375	582774.6875	567391.5
A0A0J9YX35	269092.7812									234497.125					274843.1875																							85288.14844									
A0A0J9YY54											53465.29297																																				
A0A0J9YY99		1237904.5	846619.8125			764970.625															520737.6562	1032861.5	1070369.375		1552305.5	1607228.5	1809683.875	1935697.25	1795818.125	1731519.625	1057125.25	1870655.0	1558224.875		1389940.25		1148851.75	1228936.75		1500013.875	1226689.125		1357373.875	1710790.625	1751210.5	1557253.875	1421182.75
A0A0J9YY99;P01764;P01768;P0DP03	2893540.25	3774285.5	2762102.5	3526233.5	5200691.5	2893654.25	2536321.5	2650418.5	4277911.0	3942172.25	5879340.5	4663523.5	2627694.25	3316720.5	4285268.5	5676675.0	5365258.0	3784816.0	3137762.75	4274150.5	4665123.5	5548295.5	5094598.0	3593075.5	6930010.5	7057791.5	7945081.5	8516170.0	7289804.0	7470134.5	7440719.0	7702628.0	8692938.0	8554567.0	8239276.0	7847160.5	6983164.5	6700040.5	7423392.0	7059040.0	6657142.0	6958899.0	6638341.0	7477515.0	7889166.5	7068934.0	6463985.5
A0A0J9YY99;P01768;P01772;P0DP03			384958.2812							400635.0		394930.3125		386384.5625			409766.5625			411688.0938	444915.8125	431390.7812	462023.3125		502012.9375	602911.4375	550414.4375	611687.3125	565812.375	623115.9375	517525.5938		517597.3438	542074.4375		576999.1875	509490.75	535645.75	513163.75	590834.6875	528579.9375	558319.375	513130.125	561641.0	612103.75	602062.9375	569420.375
A0A0U1RQV5;P56537																116187.5781							99900.67188				103081.3984									96585.05469	225960.4062	189029.1875		223285.625	90903.04688		202381.9688	104624.9375		203197.0781	223567.2969
A0A1B0GTG1;A8MXQ7																							61062.39844																								
A0A1B0GTH6																																			165306.9688												
A0A1B0GTW7									36922.15625																																						
A0A1B0GUJ8																														2462734.25																	
A0A1B0GUL7;P36507;Q02750																														91878.74219																	
A0A1B0GUS4;P68036																173181.8906									790392.5	873037.4375	825133.6875	962035.5625	840555.3125	753947.0	269066.4062	772194.625	844636.3125	932542.5625	786574.4375	589045.25	912653.75	957705.1875	994124.3125	1064400.0	774788.9375	664730.125	817181.625	952736.0625	1110990.25	917519.9375	805133.9375
A0A1B0GW54																											422865.3438	279151.6562																			
A0A1W2PPD8				45434.84375																																											
A0A1W2PPM1				471870.5			323659.5625										96431.57812																														
A0A1W2PPV4;O95259																												1464346.0																			
A0A1W2PQ73	80594.89844	92215.05469	70413.64062	103972.6797	95372.25	94399.78125	72476.54688	71306.79688	57574.56641	86774.26562	116941.0859	77675.14844	1398283.25	1280262.75	1592309.0	1626752.375	1378480.25	1460458.125	125272.5391	105004.9453	103761.1484	99274.51562	104085.2422	77851.28125	123034.9922	134075.7969	142061.0156	140098.0625	154855.3281	155748.0625	3000510.0	2946795.5		2349839.75	2370993.25	2718519.25	190927.6562	152217.0938	171204.6562	193143.5	167979.125	191235.6094	120937.1641	131107.2344	148314.4688	167678.2188	173667.1875
A0A2R8Y422;P0CG47;P0CG48;P62979;P62987	390991.8125	507033.4375	456492.5938	540556.4375	136590.4531	369889.5312			634735.625	95542.51562	829888.1875	672866.875		548189.625		847032.1875	829499.875	693686.75				964624.1875	950857.6875		255313.6719	648656.625	273792.125	940365.8125	320444.9062	272879.4688	850232.9375	857940.8125	888937.625	967875.125	822667.1875	750477.0	930054.0	885158.625	1062575.375	1019232.938	908925.5	956307.75	928251.9375	1105598.0	1147824.625	1041757.562	892920.1875
A0A2R8Y5M8;Q8WZ04																																				120456.3125											
A0A2R8Y619;O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880	3059169.75	3015421.25	2965818.75	2937131.75	2862594.25	3156893.0	3429475.75	3456238.0	3355803.5	3236755.5	3121728.5	3334889.25	3033407.0	2828687.75	2895484.25	2857768.0	3778905.25	3054912.0	2729199.5	2950568.5	2997769.75	2747539.5	2908415.0	2671685.5	1717691.25	2080865.125	2018244.25	2270073.0	2184466.75	2118452.25	1550077.5	1767928.875	1457405.5	2441400.75	1582337.25	2385724.75	1471358.75	1438170.75	2861861.0	1358011.625	1498724.0	2831537.0	1309866.75	2004956.75	3080155.5	2265640.25	1786730.5
A0A2R8Y872;Q587J7																		122100.8516																													
A0A2R8YFB7;Q5QJ74					89099.41406				37251.33594																		194182.7344									52619.69141		75258.5625									
A0A3B3IRV3;Q9ULC4				175436.0469	144432.4844						204783.9062	69504.63281													141862.4219	145574.3125	135159.1094	127349.7734	119059.6328	143394.0156		134062.5312	107515.9141	144033.1719	122072.6719		117198.9844	96144.76562		135868.1562	105368.9844	96635.04688	117845.7578	98909.88281	111668.4297	100774.3359	162112.8281
A0A494C071						645810.875																																									
A0A494C086;A6NHP3;A6NIY4;A6NJR5;A6NKU9;A6NLX3;A6NNV3;P0CI01;Q495Y8;Q8NFV5																			69181.97656		197611.3438			149996.875																							
A0AUZ9																			79822.42188																												
A0AVT1																		192488.0312																2446214.25													
A0FGR8					76196.88281																														60205.61328												
A0JLT2											39946.32812																																				
A0M8Q6	175326.9375	181007.3281	172219.4688	126756.7109	167180.1719	173369.0625	209870.2344	188808.1875	183722.0625	235034.1094	344288.4375	246071.1562			259813.4688	336053.375			259470.3281		300079.4062	245400.9219	249558.1406					95958.625					155699.2656		177523.3125				104201.8906			141609.7031	98512.59375				
A0M8Q6;B9A064;P0CF74;P0CG04;P0DOY2;P0DOY3	52521884.0	57959168.0	48042552.0	54289028.0	64690572.0	49575588.0	40767936.0	42112964.0	59287428.0	57961476.0	63822828.0	56264344.0	47304916.0	49854676.0	59422960.0	70808712.0	67074528.0	56124048.0	50522500.0	62113664.0	61035760.0	62061228.0	66577472.0	57440660.0	63058520.0	65515004.0	66825184.0	68595352.0	66130872.0	70202856.0	61373572.0	64969468.0	58529484.0	63116664.0	55968072.0	61387724.0	57279180.0	55492348.0	59176080.0	58760532.0	55892936.0	63187532.0	59983904.0	61986580.0	60238876.0	65079644.0	59899428.0
A0M8Q6;P0CF74;P0DOY2;P0DOY3	25315614.0	34133576.0	25485514.0	34952620.0	46215832.0	27190008.0	22281666.0	21902742.0	35415768.0	33329620.0	46671636.0	40094440.0	24825514.0	28911114.0	43227176.0	55477068.0	47346172.0	37563660.0	34950032.0	42878836.0	46476660.0	53809652.0	52140096.0	41425880.0	61176728.0	63182800.0	67541704.0	68391048.0	69261904.0	68219760.0	42489016.0	52518680.0	51361748.0	49909416.0	55028964.0	48856196.0	59159992.0	59948372.0	59129804.0	63322024.0	59641172.0	55949044.0	69498616.0	60096924.0	57339072.0	65680976.0	61167720.0
A1A519												50119.71875																			214210.0156																
A1L4H1																										93187.34375																					
A2A2Z9;Q9H560																										217349.4375																					
A2RRP1																	249143.3906														82037.42969																
A2RUR9;Q3MJ40;Q8IYA2								111642.3594															57100.02344																								
A2RUS2			173951.75																																												
A2VDF0							114964.8047																																								
A2VEC9					58686.84375																																										
A3QJZ6																																															110563.0781
A4D1E9																			35503.94922																												
A4D263			879713.0	619270.3125																																											
A4FU49							173164.0938																																								
A4IF30								355013.7188																																							
A4UGR9															92736.14844																				246313.6406											83980.28125	
A5A3E0;P0CG38;P0CG39;P60709;P62736;P63261;P63267;P68032;P68133;Q6S8J3	11035121.0	14689745.0	15763905.0	14875229.0	13817105.0	15888543.0	18420980.0	16794762.0	16241207.0	15978160.0	14456334.0	16216078.0	14669907.0	14459082.0	15121483.0	14762833.0	15566311.0	14752751.0	13964474.0	12958218.0	13812122.0	13424013.0	13980983.0	13527433.0	11933798.0	11669011.0	10873010.0	10608745.0	10586578.0	9955493.0	11777266.0	10975994.0	11069559.0	12760324.0	10932965.0	12986626.0	11084449.0	10618883.0	13163098.0	11212185.0	11634775.0	11691344.0	9744050.0	11834202.0	10755043.0	11118480.0	10205327.0
A5A3E0;P0CG38;P0CG39;P60709;P63261;P68032;P68133;Q6S8J3;Q9BYX7	11035121.0	14689745.0	15763905.0	14875229.0	13817105.0	15888543.0	18420980.0	16794762.0	16241207.0	15978160.0	14456334.0	16216078.0	14669907.0	14459082.0	15121483.0	14762833.0	15566311.0	14752751.0	13964474.0	12958218.0	13812122.0	13424013.0	13980983.0	13527433.0	11933798.0	11669011.0	10873010.0	10608745.0	10586578.0	9955493.0	11777266.0	10975994.0	11069559.0	12760324.0	10932965.0	12986626.0	11084449.0	10618883.0	13163098.0	11212185.0	11634775.0	11691344.0	9744050.0	11834202.0	10755043.0	11118480.0	10205327.0
A5A3E0;P0CG38;P0CG39;P60709;P63261;Q6S8J3;Q9BYX7	12404445.0	14254679.0	13630007.0	15352178.0	14848970.0	14152006.0	12549169.0	12086698.0	13037791.0	14182243.0	14591483.0	15226223.0	11573211.0	11450871.0	14814238.0	12950783.0	13289722.0	12464903.0	13697859.0	12050263.0	13828081.0	12968445.0	14231006.0	13472508.0	12205490.0	12322489.0	11458570.0	10880769.0	12142424.0	11029778.0	11723361.0	12304133.0	12098634.0	13164650.0	12795399.0	15326079.0	12878428.0	9233767.0	12502891.0	11911578.0	13086854.0	11262767.0	8754907.0	8379165.0	10639102.0	13472866.0	9536635.0
A5A3E0;P0CG38;P60709;P62736;P63261;P63267;P68032;P68133;Q6S8J3	11035121.0	14689745.0	15763905.0	14875229.0	13817105.0	15888543.0	18420980.0	16794762.0	16241207.0	15978160.0	14456334.0	16216078.0	14669907.0	14459082.0	15121483.0	14762833.0	15566311.0	14752751.0	13964474.0	12958218.0	13812122.0	13424013.0	13980983.0	13527433.0	11933798.0	11669011.0	10873010.0	10608745.0	10586578.0	9955493.0	11777266.0	10975994.0	11069559.0	12760324.0	10932965.0	12986626.0	11084449.0	10618883.0	13163098.0	11212185.0	11634775.0	11691344.0	9744050.0	11834202.0	10755043.0	11118480.0	10205327.0
A5A3E0;P60709;P62736;P63261;P63267;P68032;P68133;Q562R1;Q6S8J3;Q9BYX7	14855772.0	15054254.0	15636906.0	15553772.0	14778229.0	15753333.0	16795728.0	16158889.0	17963516.0	17395732.0	15857727.0	17025088.0	17435116.0	16565625.0	18798032.0	17694678.0	17978256.0	18919078.0	18043022.0	17619066.0	17608266.0	16633474.0	17736798.0	17421790.0	16206331.0	14989816.0	14229641.0	14907866.0	15514370.0	14582959.0	12775912.0	12679624.0	14355953.0	13454662.0	13260049.0	14451079.0	13380677.0	13429730.0	14010195.0	13522534.0	13438542.0	13707443.0	13599554.0	13492177.0	12886409.0	13268974.0	12789412.0
